1;arms_factory;2953.00;10.28;1370.00;1.90;0
1;arms_factory;2948.00;10.10;1372.00;4.57;0
1;arms_factory;2943.00;10.45;1370.00;0.95;0
1;arms_factory;2951.00;11.18;1362.00;3.61;0
1;arms_factory;2952.00;11.00;1365.00;0.35;0
1;arms_factory;2946.00;12.23;1365.00;3.02;0
1;industrial_complex;2946.00;12.23;1365.00;5.68;0
1;industrial_complex;2949.00;11.38;1358.00;2.06;0
1;industrial_complex;2951.00;10.57;1371.00;5.08;0
1;industrial_complex;2952.00;10.32;1371.00;0.00;0
1;industrial_complex;2947.00;11.85;1370.00;4.12;0
1;industrial_complex;2947.00;11.85;1370.00;0.86;0
1;air_base;2951.00;11.55;1364.00;2.07;0
1;naval_base;2947.00;9.50;1352.00;-0.79;5579
1;naval_base;2955.00;9.55;1365.00;0.98;5579
1;naval_base;2945.00;9.88;1372.00;-2.60;5555
1;bunker;2946.00;9.80;1359.00;0.51;0
1;bunker;2946.00;12.65;1366.00;4.64;0
1;bunker;2952.00;10.80;1364.00;5.84;0
1;coastal_bunker;2948.00;9.50;1352.00;-0.79;0
1;coastal_bunker;2952.00;9.50;1379.00;-3.00;0
1;coastal_bunker;2944.00;10.25;1371.00;-2.60;0
1;dockyard;2949.00;9.50;1352.00;-0.79;0
1;anti_air_building;2946.00;12.65;1366.00;1.02;0
1;anti_air_building;2950.00;11.53;1358.00;5.15;0
1;anti_air_building;2948.00;9.73;1373.00;0.07;0
1;radar_station;2948.00;9.73;1373.00;3.09;0
1;rocket_site;2947.00;11.85;1370.00;5.75;0
1;nuclear_reactor;2948.00;9.80;1354.00;2.13;0
1;synthetic_refinery;2952.00;11.25;1366.00;4.80;0
2;arms_factory;3020.00;10.53;1352.00;0.95;0
2;arms_factory;2998.00;9.70;1361.00;3.61;0
2;arms_factory;3008.00;11.20;1365.00;0.35;0
2;arms_factory;3022.00;10.57;1352.00;3.02;0
2;arms_factory;2995.00;11.03;1372.00;5.68;0
2;arms_factory;2998.00;9.57;1358.00;2.06;0
2;industrial_complex;3023.00;10.75;1352.00;5.08;0
2;industrial_complex;2997.00;10.80;1372.00;0.00;0
2;industrial_complex;3000.00;9.70;1358.00;4.12;0
2;industrial_complex;3018.00;9.65;1349.00;0.86;0
2;industrial_complex;2992.00;11.23;1373.00;2.07;0
2;industrial_complex;2998.00;10.40;1370.00;6.19;0
2;air_base;3009.00;9.57;1350.00;2.57;0
2;naval_base;3021.00;9.50;1347.00;0.17;1452
2;naval_base;2991.00;9.50;1362.00;-0.93;5656
2;naval_base;3010.00;9.50;1347.00;0.32;1452
2;naval_base;3004.00;9.50;1352.00;-0.46;5656
2;naval_base;2989.00;9.50;1364.00;-0.90;5579
2;bunker;3013.00;9.75;1350.00;5.24;0
2;bunker;3019.00;10.07;1350.00;1.62;0
2;bunker;3000.00;10.20;1369.00;5.74;0
2;bunker;3009.00;11.28;1362.00;1.02;0
2;bunker;3000.00;10.30;1371.00;5.15;0
2;bunker;2991.00;9.70;1366.00;0.07;0
2;bunker;3007.00;10.38;1358.00;3.09;0
2;coastal_bunker;3020.00;9.50;1348.00;0.32;0
2;coastal_bunker;2999.00;9.50;1356.00;-0.46;0
2;coastal_bunker;2996.00;9.50;1359.00;-0.93;0
2;coastal_bunker;2990.00;9.50;1364.00;-0.90;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;dockyard;2992.00;9.50;1362.00;-0.93;0
2;anti_air_building;2996.00;9.73;1363.00;4.70;0
2;anti_air_building;3017.00;12.18;1359.00;4.81;0
2;anti_air_building;3006.00;9.78;1355.00;2.65;0
2;radar_station;2998.00;9.80;1363.00;5.31;0
2;rocket_site;3013.00;12.03;1360.00;1.69;0
2;nuclear_reactor;3023.00;11.48;1354.00;3.25;0
2;synthetic_refinery;3000.00;9.88;1363.00;1.09;0
3;arms_factory;2908.00;10.10;1454.00;0.35;0
3;arms_factory;2911.00;10.10;1455.00;3.02;0
3;arms_factory;2916.00;13.85;1439.00;5.68;0
3;arms_factory;2906.00;9.93;1449.00;2.06;0
3;arms_factory;2908.00;10.05;1450.00;5.08;0
3;arms_factory;2911.00;10.32;1449.00;0.00;0
3;industrial_complex;2917.00;12.70;1441.00;4.12;0
3;industrial_complex;2918.00;11.88;1443.00;0.86;0
3;industrial_complex;2920.00;12.75;1444.00;2.07;0
3;industrial_complex;2909.00;10.23;1452.00;6.19;0
3;industrial_complex;2908.00;10.13;1453.00;2.57;0
3;industrial_complex;2908.00;10.10;1454.00;4.13;0
3;air_base;2903.00;10.05;1446.00;0.51;0
3;bunker;2905.00;9.82;1448.00;4.64;0
3;bunker;2919.00;13.23;1450.00;5.84;0
3;bunker;2920.00;15.03;1439.00;2.58;0
3;bunker;2914.00;10.10;1456.00;5.24;0
3;anti_air_building;2915.00;10.98;1442.00;1.62;0
3;anti_air_building;2915.00;11.10;1449.00;5.74;0
3;anti_air_building;2908.00;10.15;1451.00;1.02;0
3;radar_station;2909.00;10.23;1452.00;5.15;0
3;rocket_site;2918.00;11.40;1445.00;0.07;0
3;nuclear_reactor;2920.00;13.00;1443.00;3.09;0
3;synthetic_refinery;2903.00;10.05;1446.00;5.75;0
4;arms_factory;3047.00;12.82;1453.00;5.68;0
4;arms_factory;3053.00;12.23;1468.00;2.06;0
4;arms_factory;3053.00;10.30;1451.00;5.08;0
4;arms_factory;3066.00;9.80;1487.00;0.00;0
4;arms_factory;3069.00;9.78;1476.00;4.12;0
4;arms_factory;3056.00;12.53;1479.00;0.86;0
4;industrial_complex;3048.00;13.88;1472.00;2.07;0
4;industrial_complex;3044.00;14.35;1467.00;6.19;0
4;industrial_complex;3041.00;13.10;1450.00;2.57;0
4;industrial_complex;3061.00;10.07;1489.00;4.13;0
4;industrial_complex;3057.00;10.53;1465.00;0.51;0
4;industrial_complex;3059.00;11.32;1474.00;4.64;0
4;air_base;3045.00;13.45;1472.00;5.84;0
4;bunker;3046.00;12.15;1457.00;2.58;0
4;bunker;3058.00;11.50;1471.00;5.24;0
4;bunker;3048.00;12.18;1453.00;1.62;0
4;bunker;3059.00;10.18;1457.00;5.74;0
4;bunker;3060.00;11.40;1479.00;1.02;0
4;bunker;3064.00;9.93;1488.00;5.15;0
4;bunker;3039.00;13.20;1453.00;0.07;0
4;bunker;3040.00;12.98;1466.00;3.09;0
4;bunker;3071.00;9.70;1479.00;5.75;0
4;bunker;3052.00;14.63;1475.00;2.13;0
4;bunker;3067.00;9.75;1488.00;4.80;0
4;bunker;3052.00;13.10;1481.00;1.53;0
4;bunker;3055.00;10.35;1493.00;2.74;0
4;anti_air_building;3051.00;14.50;1477.00;0.58;0
4;anti_air_building;3058.00;11.73;1485.00;4.70;0
4;anti_air_building;3042.00;13.48;1464.00;4.81;0
4;radar_station;3062.00;11.35;1482.00;2.65;0
4;rocket_site;3059.00;10.28;1464.00;5.31;0
4;nuclear_reactor;3045.00;14.23;1465.00;1.69;0
4;synthetic_refinery;3052.00;10.65;1456.00;3.25;0
5;arms_factory;3152.00;10.20;1598.00;5.08;0
5;arms_factory;3146.00;9.80;1605.00;0.00;0
5;arms_factory;3109.00;9.80;1601.00;4.12;0
5;arms_factory;3123.00;9.80;1603.00;0.86;0
5;arms_factory;3137.00;9.88;1590.00;2.07;0
5;arms_factory;3141.00;10.32;1593.00;6.19;0
5;industrial_complex;3116.00;9.65;1605.00;2.57;0
5;industrial_complex;3115.00;9.80;1599.00;4.13;0
5;industrial_complex;3105.00;9.80;1596.00;0.51;0
5;industrial_complex;3151.00;10.35;1597.00;4.64;0
5;industrial_complex;3122.00;9.90;1591.00;5.84;0
5;industrial_complex;3135.00;10.28;1602.00;2.58;0
5;air_base;3153.00;9.80;1604.00;5.24;0
5;naval_base;3114.00;9.50;1609.00;-2.36;2309
5;naval_base;3107.00;9.68;1606.00;-3.61;2309
5;bunker;3147.00;10.30;1593.00;1.02;0
5;bunker;3121.00;9.80;1597.00;5.15;0
5;bunker;3110.00;9.75;1602.00;0.07;0
5;bunker;3133.00;10.45;1602.00;3.09;0
5;bunker;3143.00;10.15;1595.00;5.75;0
5;bunker;3121.00;9.80;1605.00;2.13;0
5;bunker;3156.00;9.90;1608.00;4.80;0
5;bunker;3124.00;9.90;1591.00;1.53;0
5;bunker;3147.00;9.85;1601.00;2.74;0
5;bunker;3127.00;9.80;1606.00;0.58;0
5;bunker;3128.00;9.93;1591.00;4.70;0
5;coastal_bunker;3107.00;9.68;1606.00;-3.61;0
5;coastal_bunker;3111.00;9.50;1608.00;-2.36;0
5;dockyard;3112.00;9.53;1608.00;-2.36;0
5;anti_air_building;3127.00;9.80;1607.00;1.69;0
5;anti_air_building;3154.00;9.82;1605.00;3.25;0
5;anti_air_building;3111.00;9.70;1605.00;1.09;0
5;radar_station;3133.00;10.10;1592.00;3.76;0
5;rocket_site;3145.00;9.80;1605.00;0.14;0
5;nuclear_reactor;3131.00;10.40;1599.00;1.70;0
5;synthetic_refinery;3123.00;9.80;1603.00;5.82;0
6;arms_factory;2873.00;9.70;1535.00;4.12;0
6;arms_factory;2854.00;9.70;1541.00;0.86;0
6;arms_factory;2887.00;9.75;1538.00;2.07;0
6;arms_factory;2879.00;9.70;1543.00;6.19;0
